User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,Game Mode,Min Number of Players,user_rating_class
25.6,3,22.16,3,0,5,0,41.8,3,3,2,0,10,1
35.5,0,59.15,1,0,3,0,20.1,1,0,1,1,6,2
24.8,3,45.05,2,1,9,1,10.1,2,2,2,0,2,0
15.8,1,22.5,4,1,6,1,18.8,3,0,3,1,1,0
33.4,0,34.94,0,1,6,1,46.3,2,0,0,0,5,1
23.6,3,39.84,3,0,6,0,10.9,3,3,1,1,2,0
40.8,2,59.38,2,0,7,1,36.0,2,0,1,0,6,2
35.4,3,55.09,0,1,4,1,19.7,2,0,0,1,8,2
18.0,0,25.6,2,0,0,0,13.0,1,3,3,0,2,0
31.4,2,28.31,1,1,8,1,56.3,0,0,2,1,2,1
28.1,3,41.89,2,0,1,0,17.4,1,0,3,0,2,1
23.5,3,43.33,2,0,2,1,9.4,1,3,0,1,3,0
20.2,0,31.25,4,0,2,1,16.4,3,1,3,1,3,0
30.7,3,46.38,4,0,9,0,26.1,3,2,1,0,2,1
37.5,1,54.37,2,1,3,0,34.9,3,2,3,0,5,2
35.5,1,50.52,2,0,0,1,30.1,3,2,3,0,4,2
22.3,2,29.7,1,0,5,0,20.6,1,2,1,0,10,0
23.4,0,33.13,2,0,1,1,25.7,0,1,3,0,7,0
23.4,3,20.07,3,1,6,1,39.0,0,0,0,0,6,0
43.0,2,51.54,4,0,0,1,54.4,3,3,0,1,6,2
17.2,3,25.07,1,1,9,1,15.5,1,3,0,0,2,0
24.5,2,44.59,3,0,5,1,12.9,2,2,0,1,3,0
22.4,1,43.86,1,0,0,0,5.1,1,3,2,0,4,0
28.2,2,30.18,3,0,9,1,42.8,0,0,0,1,8,1
38.4,1,45.84,1,1,1,1,56.4,0,1,2,1,2,2
27.8,3,28.04,3,0,7,0,49.1,0,3,0,0,1,1
41.0,1,58.74,4,1,1,1,44.9,2,3,3,1,8,2
35.2,2,35.92,0,0,7,1,55.7,2,2,0,1,10,2
22.3,0,20.86,1,0,8,1,33.5,3,3,0,0,10,0
29.6,2,27.35,0,1,1,1,47.1,3,1,3,1,1,1
20.4,0,20.39,2,1,1,0,39.0,2,0,3,1,7,0
15.4,3,28.52,2,1,6,1,5.1,3,3,2,1,1,0
33.6,0,36.79,4,1,9,1,49.2,1,2,3,1,8,1
20.9,0,31.47,1,0,1,0,13.2,2,1,2,0,8,0
24.7,2,35.98,4,1,0,1,21.6,3,0,0,0,5,0
24.0,3,23.81,0,1,9,1,46.6,1,3,2,1,3,0
11.9,1,22.61,1,0,3,0,5.7,2,0,3,1,2,0
33.5,3,42.91,0,1,1,1,46.2,0,3,0,1,5,1
37.3,2,46.34,1,1,3,1,46.4,1,2,2,1,8,2
31.2,0,51.61,1,0,6,0,22.6,1,1,0,1,5,1
31.7,2,55.72,2,0,8,0,17.4,1,3,0,0,10,1
34.3,3,33.41,2,0,6,0,53.4,1,0,2,1,6,1
28.8,1,42.63,0,0,4,1,25.1,2,1,1,1,3,1
17.1,2,20.74,1,0,5,0,19.6,1,3,2,1,8,0
20.7,3,26.73,4,1,6,0,30.4,0,0,2,0,5,0
39.5,2,47.32,3,1,3,0,48.7,3,3,2,0,6,2
32.8,1,36.39,3,0,4,0,50.6,3,0,2,1,7,1
35.0,3,59.42,0,0,2,1,13.0,2,1,1,0,2,2
28.1,3,30.79,3,0,0,0,36.4,0,3,2,0,3,1
26.4,0,28.67,3,0,6,1,33.8,0,2,1,1,2,1
18.7,0,23.0,4,0,2,0,27.4,1,2,2,0,2,0
30.3,3,54.6,0,0,9,0,13.1,1,0,3,0,2,1
27.6,0,21.13,2,0,1,1,56.2,0,1,2,0,2,1
36.6,1,44.3,4,1,9,0,45.7,1,3,2,1,2,2
40.9,3,55.02,0,0,9,0,44.7,2,2,0,1,1,2
22.6,2,39.56,4,1,1,1,10.1,3,0,3,1,4,0
28.7,3,53.71,3,1,0,1,6.3,1,0,0,0,10,1
33.7,2,46.11,2,0,1,1,37.1,0,2,3,1,4,1
39.5,3,55.89,2,0,4,0,41.9,3,2,1,1,1,2
22.9,1,28.84,2,0,2,1,25.4,0,3,1,1,7,0
32.1,0,49.0,4,1,1,0,27.3,1,2,0,1,7,1
47.5,1,57.54,0,0,4,1,59.9,2,2,0,0,7,2
20.2,3,26.81,2,1,8,0,18.7,1,3,3,0,4,0
31.5,1,38.78,2,0,7,0,34.0,1,0,3,1,5,1
30.4,3,48.81,0,1,9,1,19.6,3,0,1,0,2,1
26.8,2,34.0,4,0,2,1,29.8,1,2,0,1,2,1
31.1,0,45.79,1,0,6,0,29.4,1,1,1,1,1,1
25.8,1,34.96,1,1,1,0,21.1,0,3,1,1,3,1
26.6,0,22.5,4,1,0,0,49.2,1,2,2,0,3,1
26.8,2,35.5,1,0,4,0,29.7,0,3,1,0,6,1
20.6,2,22.65,1,0,1,1,31.6,3,1,0,0,5,0
22.0,1,35.32,2,0,3,1,21.2,2,3,0,0,5,0
39.1,2,48.29,4,1,2,0,44.9,1,0,3,1,8,2
18.8,3,23.22,2,0,1,0,25.8,2,2,0,0,1,0
30.5,0,30.38,4,1,0,0,53.0,1,2,3,1,5,1
40.9,3,50.45,3,0,8,1,48.5,2,2,0,1,5,2
34.1,0,44.36,3,1,6,0,45.0,3,2,1,0,10,1
26.7,0,20.39,3,0,5,0,54.4,3,0,2,0,4,1
21.1,0,31.35,1,1,4,1,15.3,0,0,1,1,8,0
28.1,3,46.33,3,0,2,0,22.8,1,1,3,0,4,1
20.8,0,34.99,2,1,1,1,14.5,0,1,2,1,4,0
26.2,1,24.08,1,1,0,0,46.4,0,0,3,0,10,1
43.4,2,51.43,0,1,9,1,55.6,1,1,3,1,5,2
17.8,0,26.99,3,1,4,1,8.1,0,0,3,0,5,0
27.6,3,46.67,0,1,9,1,8.9,0,1,0,1,7,1
13.8,3,26.04,4,0,3,1,6.5,3,0,0,0,6,0
35.6,0,57.51,3,1,7,0,17.4,3,1,2,0,1,2
19.7,1,28.75,2,1,7,0,13.2,3,3,1,1,3,0
33.7,2,48.7,1,1,6,0,36.1,1,2,1,1,2,1
21.3,2,27.19,2,1,5,0,24.4,1,1,0,0,7,0
25.5,0,34.84,4,0,5,0,22.0,1,1,3,0,4,1
18.0,1,23.18,1,1,2,1,22.4,3,2,1,1,8,0
36.3,1,40.47,3,1,5,1,52.0,1,3,2,1,1,2
39.8,2,51.04,4,0,7,1,49.4,3,2,3,0,5,2
20.5,2,27.46,1,1,9,1,17.7,1,3,3,1,3,0
38.0,1,58.41,1,1,2,1,28.8,2,2,2,0,6,2
28.1,1,52.3,2,1,5,1,10.9,3,3,0,1,2,1
22.8,3,40.31,3,1,1,0,9.0,0,2,1,1,4,0
36.1,0,38.63,3,0,7,1,59.7,1,0,2,1,10,2
15.2,1,22.65,1,1,4,1,11.8,1,1,2,1,4,0
34.2,2,51.36,2,0,4,0,31.1,2,0,0,1,3,1
26.5,2,20.01,1,1,8,0,53.7,2,2,2,1,3,1
27.5,1,48.67,4,0,1,0,6.3,3,3,3,0,8,1
24.3,3,39.5,3,0,8,1,16.8,2,2,3,0,8,0
20.0,2,32.86,4,0,5,0,9.0,1,0,1,1,6,0
22.6,1,38.58,1,1,4,0,7.2,0,1,3,0,1,0
20.7,1,26.04,4,0,1,1,20.4,0,1,0,0,1,0
25.4,1,38.04,0,0,4,0,25.9,2,1,2,1,10,1
39.2,2,58.49,3,1,0,1,36.1,1,0,0,0,4,2
41.8,3,53.45,0,0,0,1,45.8,0,0,0,0,1,2
35.1,0,47.5,3,0,0,1,31.3,1,0,3,0,3,2
35.7,3,41.85,3,1,1,0,51.1,2,2,3,0,5,2
18.5,0,25.85,4,0,1,1,23.5,0,2,1,0,7,0
20.7,0,24.67,3,0,5,0,33.3,3,2,0,0,2,0
34.0,2,41.3,3,1,4,1,51.1,2,3,1,0,2,1
16.8,3,31.54,0,0,5,0,9.6,3,3,2,1,2,0
45.4,2,55.25,1,1,9,1,56.6,2,3,3,0,7,2
39.1,3,58.69,2,1,6,1,31.7,2,3,0,1,5,2
35.5,2,55.46,4,0,0,1,19.3,0,3,0,1,8,2
38.6,3,42.55,2,1,8,0,59.5,3,2,2,0,10,2
26.2,1,27.3,3,0,0,0,42.9,0,1,2,1,10,1
14.7,1,26.36,4,1,3,0,11.0,0,3,2,0,5,0
20.1,1,27.68,2,0,9,1,21.3,2,2,0,1,10,0
17.5,2,32.98,1,0,5,1,7.9,0,3,2,1,3,0
31.1,2,34.68,4,0,2,1,43.7,3,3,2,1,6,1
26.9,2,27.31,1,0,3,0,42.2,1,0,1,0,2,1
23.0,0,32.85,3,1,8,0,23.0,0,3,0,0,8,0
36.0,0,49.43,1,1,7,0,43.7,0,0,3,1,10,2
35.6,1,41.72,0,1,4,0,42.5,3,3,1,1,2,2
41.7,0,54.13,4,1,1,1,45.7,2,0,2,0,7,2
31.8,3,32.23,3,0,7,1,57.3,1,0,0,1,8,1
37.6,2,51.41,1,0,6,0,45.5,1,3,3,0,7,2
40.5,3,46.71,1,1,0,1,51.8,0,3,3,1,8,2
14.4,1,25.55,2,1,2,0,10.1,0,0,2,1,1,0
38.0,2,48.16,4,1,3,1,50.1,2,0,0,1,3,2
37.6,0,52.09,1,1,8,1,44.1,2,0,0,0,6,2
44.0,1,56.39,3,1,3,0,54.6,1,1,2,1,2,2
22.5,0,43.83,3,0,6,1,6.7,0,1,1,0,7,0
19.5,3,26.69,4,0,6,0,25.6,3,3,3,1,7,0
22.1,2,25.47,3,0,1,0,33.1,3,1,3,1,2,0
19.4,2,30.28,2,0,6,1,9.0,1,0,1,1,7,0
22.9,2,21.96,4,1,4,0,38.1,1,1,1,1,8,0
29.3,1,25.14,2,0,4,1,57.9,3,2,2,1,4,1
37.9,1,50.19,4,1,1,1,46.1,0,1,0,0,6,2
34.5,1,43.67,3,0,3,1,47.3,3,3,0,0,10,1
22.2,3,41.0,0,1,3,0,12.3,3,3,3,0,7,0
24.0,2,20.37,1,0,1,1,51.0,0,3,3,1,2,0
39.9,1,45.94,1,1,6,0,53.8,0,0,3,0,2,2
32.3,2,39.94,0,1,3,0,38.3,2,3,1,0,6,1
40.4,0,56.55,4,0,4,0,44.7,3,0,0,1,2,2
23.8,1,35.07,0,1,8,1,24.1,0,2,3,0,2,0
19.5,1,27.75,1,0,5,1,14.5,0,1,3,0,2,0
39.4,2,49.56,3,0,9,1,48.1,3,3,1,0,2,2
38.3,2,41.88,0,1,5,1,51.4,2,2,3,1,6,2
19.2,2,25.76,1,1,9,1,25.2,1,2,3,1,3,0
19.6,3,22.64,1,1,2,1,30.4,2,1,3,0,5,0
16.4,2,29.06,3,1,3,1,6.4,0,3,1,1,3,0
31.7,1,31.55,0,1,9,0,59.2,2,1,3,0,4,1
15.2,1,23.64,1,1,3,0,16.0,3,0,1,1,4,0
14.8,1,23.66,0,0,6,1,12.3,3,3,1,0,6,0
28.6,2,37.8,0,1,2,1,36.1,1,3,0,0,5,1
17.5,3,22.49,1,1,9,0,23.7,1,0,3,0,1,0
41.3,0,55.5,3,1,2,0,45.9,2,1,3,0,5,2
23.2,3,38.48,0,1,9,0,19.3,2,1,1,1,2,0
30.2,1,33.86,3,0,0,0,37.7,1,1,3,1,5,1
30.8,2,52.08,3,1,1,1,20.2,0,3,3,0,5,1
36.7,2,49.38,4,0,4,1,41.2,0,0,0,1,2,2
24.5,3,24.24,2,0,7,1,36.8,2,0,3,0,4,0
34.3,1,31.67,4,0,0,0,57.2,2,0,1,1,1,1
15.6,3,30.07,2,0,7,1,5.1,2,2,2,1,1,0
32.9,0,38.22,2,1,3,0,51.4,2,2,3,0,5,1
26.0,2,29.71,3,1,4,0,37.1,2,3,2,0,10,1
24.3,3,47.22,1,1,2,1,6.2,1,0,1,1,4,0
34.9,3,35.41,0,0,8,1,52.4,0,1,2,1,8,1
33.2,2,52.93,3,0,9,1,25.9,3,3,3,1,4,1
32.5,3,46.6,3,1,8,1,36.8,0,2,3,1,7,1
42.1,0,58.71,2,0,0,1,40.4,0,1,1,0,7,2
22.6,3,30.24,2,0,4,1,28.6,2,0,0,0,1,0
24.3,2,32.29,1,1,6,0,20.7,3,0,0,1,1,0
32.9,2,36.07,0,0,0,1,51.1,1,2,0,0,10,1
38.4,1,46.51,2,1,1,1,55.3,3,3,0,0,5,2
28.1,2,34.21,0,0,6,0,37.6,1,1,1,1,4,1
34.1,3,31.97,1,1,4,1,57.2,0,1,0,0,5,1
15.8,1,20.25,0,0,2,1,24.4,0,3,0,1,1,0
30.1,0,35.97,0,1,3,1,36.6,3,2,1,0,3,1
20.4,2,27.82,3,1,5,0,22.8,2,3,3,1,3,0
39.2,1,54.42,0,0,1,0,34.1,1,1,0,0,4,2
40.9,1,56.99,3,0,9,0,43.0,2,3,0,0,4,2
24.8,3,22.02,2,0,8,1,48.6,2,1,0,1,4,0
33.6,2,54.28,1,1,6,0,17.0,3,1,3,1,3,1
37.8,0,49.37,3,1,7,1,46.1,1,1,0,1,5,2
33.5,3,58.23,0,0,2,1,11.7,1,0,0,1,10,1
24.9,3,33.44,1,1,1,0,30.9,0,1,3,0,7,0
24.1,1,34.92,0,0,2,0,27.0,1,1,3,1,7,0
22.3,1,45.02,2,1,6,0,5.8,1,2,0,1,6,0
39.1,2,49.9,1,1,7,1,49.2,0,0,2,0,8,2
32.5,1,35.1,4,1,8,1,46.2,1,1,3,1,4,1
13.6,3,24.02,1,1,8,0,11.2,3,1,2,1,2,0
23.6,2,32.42,0,0,3,0,24.2,1,3,1,0,2,0
16.2,3,22.89,4,1,7,0,15.4,0,1,0,1,8,0
28.2,1,24.47,3,0,9,0,52.1,0,1,0,0,3,1
41.7,0,50.29,2,0,7,0,50.7,2,1,1,1,1,2
29.8,0,38.02,1,0,8,1,31.3,3,0,3,0,10,1
31.2,2,45.34,0,1,1,0,22.3,2,2,0,1,7,1
28.4,1,38.06,3,0,8,0,26.4,0,1,2,0,4,1
36.0,0,40.02,2,0,2,0,47.7,1,2,2,1,7,2
19.2,0,29.94,0,0,8,0,14.1,0,1,2,1,3,0
35.2,0,48.23,2,1,9,0,37.6,0,1,1,0,6,2
43.1,2,54.17,0,0,8,1,54.6,2,1,3,1,5,2
27.2,1,44.17,1,0,9,0,21.8,2,0,0,1,5,1
30.6,0,57.0,3,0,6,1,9.5,3,2,1,0,10,1
21.9,0,36.14,4,1,1,0,8.3,2,2,1,0,6,0
13.9,2,22.01,2,0,2,1,8.4,0,1,3,0,2,0
18.3,1,26.83,0,1,9,0,19.3,3,2,0,1,5,0
20.0,0,34.81,1,1,1,0,5.2,2,1,3,1,10,0
35.3,3,33.21,0,0,7,0,57.8,3,0,2,1,8,2
16.0,2,26.15,3,0,8,1,14.5,3,1,0,0,10,0
44.9,1,59.23,4,1,7,1,46.9,0,3,1,1,10,2
37.5,2,45.14,3,0,1,0,55.3,2,3,0,1,1,2
31.0,3,24.48,3,0,9,0,56.8,1,3,2,0,6,1
40.6,2,43.78,0,1,5,1,56.3,1,2,3,1,1,2
37.1,2,43.54,1,1,1,1,52.8,3,3,2,0,5,2
21.0,2,30.01,1,1,1,0,15.1,2,0,1,0,2,0
35.0,1,59.66,2,0,7,1,18.9,3,0,3,1,1,2
40.0,1,48.35,0,1,4,0,51.3,1,2,3,1,7,2
16.9,2,29.11,3,1,4,0,10.0,3,0,3,0,8,0
35.0,0,46.34,2,0,0,0,34.0,0,3,0,0,1,2
21.3,2,40.51,4,1,6,1,5.7,1,2,2,1,8,0
39.8,2,59.5,2,0,7,0,31.1,3,0,2,0,8,2
26.5,2,32.26,1,0,8,1,34.4,1,1,3,0,10,1
18.3,2,21.2,2,1,8,0,27.0,1,0,3,0,8,0
19.0,3,32.2,0,0,2,1,11.6,3,0,1,0,4,0
36.4,1,41.25,1,0,4,0,51.0,2,1,2,1,10,2
41.2,1,49.1,1,1,3,1,51.0,3,3,3,0,6,2
20.5,3,28.88,0,1,6,0,26.1,3,3,2,0,7,0
18.6,2,31.9,3,0,7,0,10.1,1,1,0,0,10,0
36.8,3,51.51,0,0,2,1,37.7,1,3,3,1,1,2
39.9,2,54.13,3,1,2,1,40.5,2,3,0,0,2,2
18.1,3,22.93,2,0,7,0,24.0,2,2,2,0,2,0
24.3,0,35.84,2,1,3,1,14.9,1,3,3,1,10,0
21.5,3,34.49,4,0,4,0,16.5,0,3,0,1,1,0
43.2,3,54.3,2,1,1,1,55.2,3,1,3,1,2,2
26.9,1,23.17,3,0,1,1,56.6,2,1,3,1,10,1
34.0,2,50.9,0,0,4,0,22.6,1,0,2,1,6,1
23.8,2,43.81,4,1,2,0,9.9,0,0,0,0,2,0
36.7,1,44.52,2,0,3,1,44.3,1,0,0,1,3,2
43.4,1,52.19,2,0,8,1,53.2,0,1,2,0,5,2
23.5,0,28.29,0,0,0,1,29.0,3,2,0,0,6,0
33.1,0,42.9,0,0,1,1,39.9,1,1,3,0,8,1
16.9,3,22.49,4,0,9,0,16.1,2,2,1,1,7,0
33.4,3,44.41,2,1,5,0,39.8,2,0,2,1,8,1
38.5,2,50.5,2,1,1,1,49.1,0,0,0,1,5,2
38.9,3,45.34,4,0,1,0,56.1,1,1,1,1,7,2
24.5,0,20.59,0,1,9,1,45.4,0,0,2,0,4,0
15.2,1,27.54,3,0,3,0,5.6,1,3,0,1,2,0
26.5,0,34.23,1,0,6,0,35.8,2,1,1,1,10,1
21.0,1,37.91,3,0,4,0,7.5,2,1,0,0,7,0
34.7,3,38.72,3,1,3,0,52.7,0,2,3,1,6,1
21.6,1,26.86,0,1,6,1,33.8,0,0,3,1,3,0
37.1,3,44.22,3,0,8,1,46.7,0,3,3,1,4,2
17.9,2,20.12,0,1,1,0,22.5,1,1,0,0,1,0
18.7,3,26.96,3,1,8,0,17.2,0,1,3,1,10,0
31.1,3,41.47,3,1,0,0,33.7,0,0,2,1,3,1
27.8,2,46.4,0,0,5,0,8.6,0,2,0,1,5,1
40.7,3,54.04,4,0,2,1,51.4,0,0,0,0,2,2
19.5,1,31.28,3,1,5,1,14.8,0,0,1,0,6,0
34.4,1,49.2,2,0,8,1,37.4,3,0,2,1,4,1
36.6,2,39.34,4,0,1,1,51.7,0,2,0,0,6,2
36.6,0,49.4,3,0,9,1,45.7,1,0,0,0,6,2
22.9,2,39.74,3,0,6,0,12.0,1,0,2,0,6,0
27.7,0,36.06,1,1,2,1,38.2,0,0,0,1,4,1
20.8,1,27.26,1,0,9,1,19.5,1,3,0,0,6,0
36.9,1,50.33,2,1,2,0,39.0,1,2,2,0,10,2
31.8,1,36.75,4,0,1,0,46.5,3,1,1,1,8,1
42.2,0,48.74,4,0,8,1,54.4,2,1,3,0,8,2
28.6,3,42.28,4,1,3,1,22.5,1,3,0,1,2,1
14.9,1,21.64,2,1,8,1,12.9,1,2,0,0,2,0
18.2,2,28.92,4,0,7,1,6.1,2,3,3,0,1,0
13.2,0,21.43,2,1,3,1,12.7,2,0,3,0,7,0
34.6,2,52.11,2,0,9,0,26.1,0,3,0,1,1,1
31.4,3,31.26,2,0,9,1,47.1,3,0,0,1,8,1
33.6,2,38.86,2,0,9,1,49.4,0,0,1,1,6,1
39.4,3,58.51,2,1,0,1,28.3,1,1,3,0,10,2
35.0,1,41.25,2,0,8,0,52.8,2,2,3,1,10,2
37.9,0,44.12,0,0,6,0,53.3,0,3,1,1,5,2
20.8,1,31.66,1,1,3,0,22.2,0,1,1,0,3,0
35.7,0,57.26,2,0,3,1,28.8,1,1,3,0,10,2
20.5,0,29.93,4,1,0,1,16.2,1,3,1,1,10,0
27.2,0,32.58,0,0,5,0,32.1,2,0,3,1,6,1
37.9,3,51.9,2,0,3,0,36.1,3,0,2,1,4,2
36.0,1,36.64,0,0,5,1,54.6,0,3,1,1,2,2
29.3,0,31.68,4,0,6,1,41.2,3,3,2,1,2,1
19.3,0,20.39,3,0,0,1,36.2,2,1,3,0,7,0
35.4,2,50.71,4,0,2,0,28.5,1,0,1,0,6,2
38.4,0,51.13,1,0,7,1,39.7,0,3,1,1,4,2
25.1,2,34.23,3,1,8,1,31.0,1,3,2,0,4,1
23.3,2,25.37,0,1,9,0,34.7,3,3,3,0,5,0
25.7,3,35.02,1,0,0,1,24.9,3,2,2,1,4,1
28.8,0,28.49,2,1,6,0,46.3,2,3,1,0,1,1
26.6,0,22.35,3,1,6,0,48.2,3,3,3,1,8,1
28.1,2,25.97,4,0,9,1,52.7,0,0,1,0,7,1
33.7,0,37.6,1,0,2,1,45.2,3,3,1,0,8,1
44.9,3,53.2,4,1,9,1,54.9,3,3,3,1,1,2
37.9,1,54.99,0,0,0,1,37.0,0,2,3,0,2,2
32.9,3,54.33,1,0,2,0,16.6,0,3,3,0,2,1
35.2,1,56.02,1,0,5,0,22.5,0,3,3,1,6,2
42.9,3,59.89,2,1,3,0,45.1,1,3,1,0,8,2
22.7,1,23.0,4,0,8,1,36.4,2,0,3,0,10,0
36.5,1,54.07,1,1,0,1,31.4,1,0,0,0,4,2
30.2,2,39.66,3,0,5,1,31.3,1,0,3,0,8,1
37.0,3,41.91,2,1,1,0,56.4,3,2,3,0,10,2
21.7,2,36.52,1,1,3,1,18.0,3,3,2,1,5,0
38.2,1,47.91,3,0,4,1,53.3,1,1,3,1,8,2
23.3,1,31.14,4,0,7,0,24.6,3,2,1,1,4,0
16.7,2,22.03,0,0,9,0,21.2,2,2,1,1,2,0
21.5,1,32.64,3,1,4,1,22.9,3,3,1,1,5,0
32.2,1,58.03,0,1,3,0,14.3,2,1,1,0,7,1
23.8,2,23.03,2,1,4,1,44.2,0,3,2,0,1,0
39.3,1,51.94,1,1,9,1,50.0,2,1,0,1,10,2
15.9,3,22.33,3,0,2,1,13.0,0,1,3,1,1,0
30.0,3,36.93,2,0,3,1,33.9,0,3,3,1,5,1
17.2,3,22.45,4,0,9,1,25.4,1,2,3,1,6,0
18.6,1,36.0,0,0,5,1,6.1,1,0,2,1,2,0
29.3,0,34.68,0,0,7,1,38.4,3,1,3,1,10,1
18.5,1,26.29,0,0,7,0,16.7,0,0,3,0,5,0
17.5,1,32.89,4,0,6,0,5.4,2,3,1,1,1,0
36.8,0,43.43,1,0,0,0,56.2,1,3,1,1,3,2
43.1,1,53.93,1,1,5,0,57.4,0,0,3,1,7,2
20.9,3,32.95,1,1,0,1,14.3,3,1,2,1,5,0
17.6,0,23.22,2,1,0,0,25.9,3,2,3,1,3,0
18.2,3,25.6,4,1,7,0,18.5,1,0,2,1,10,0
34.5,3,51.66,3,1,2,0,34.4,0,3,0,0,10,1
27.4,1,37.95,1,1,1,1,25.5,1,0,2,1,8,1
34.8,1,51.4,2,0,3,1,29.3,3,2,0,0,4,1
41.6,0,58.31,1,1,6,0,45.3,1,3,0,0,2,2
31.5,2,42.93,4,1,4,1,33.0,2,1,1,1,6,1
24.9,2,23.14,0,1,1,1,49.5,2,3,0,1,2,0
14.2,2,23.45,2,1,1,0,11.6,3,3,0,0,8,0
33.8,2,44.54,2,1,2,0,43.5,3,2,3,0,7,1
11.5,3,22.57,3,1,0,0,5.1,0,2,1,1,1,0
39.0,1,53.38,4,0,1,0,47.6,3,1,0,1,6,2
30.0,1,41.6,1,1,0,0,29.4,1,1,3,0,1,1
36.6,0,46.03,2,0,8,0,46.2,1,3,3,0,10,2
22.5,0,36.35,0,0,7,0,15.6,0,2,3,1,7,0
23.9,1,48.42,4,0,1,0,5.1,2,2,1,0,4,0
20.9,3,37.99,1,1,0,0,5.6,1,1,1,1,3,0
23.6,2,33.96,2,0,0,1,15.9,3,3,1,1,8,0
21.1,3,34.46,2,1,2,0,14.8,2,1,3,0,3,0
28.2,1,23.47,2,0,9,0,55.5,2,2,1,0,2,1
28.0,1,52.1,2,1,3,0,9.4,0,3,1,0,8,1
33.2,0,55.93,1,0,8,1,14.6,3,0,2,0,2,1
39.7,1,53.24,4,0,6,1,45.8,3,3,3,1,2,2
22.9,1,23.85,2,0,1,0,34.9,3,1,3,1,2,0
33.3,2,57.89,4,0,4,0,13.3,2,0,3,0,7,1
38.4,0,53.43,2,1,2,0,34.9,0,1,1,0,3,2
19.3,0,27.86,4,0,5,1,17.2,2,0,3,1,5,0
28.5,2,41.37,3,1,0,0,28.6,2,2,0,1,7,1
35.5,1,43.0,2,1,5,0,41.2,1,3,1,0,3,2
23.8,3,39.34,2,1,8,1,10.6,2,1,0,1,6,0
39.0,2,52.2,0,1,1,0,44.0,2,1,0,1,8,2
38.8,1,45.62,1,0,7,1,53.8,1,3,3,1,8,2
25.8,3,49.03,1,0,7,1,7.4,1,1,2,0,8,1
28.9,0,49.6,1,0,9,0,18.4,3,2,0,1,3,1
18.4,2,23.76,4,0,5,0,21.2,0,1,2,1,6,0
29.8,1,45.65,4,1,0,1,23.8,3,1,3,0,6,1
40.2,3,53.4,1,1,4,0,44.2,2,2,3,0,8,2
30.9,3,42.22,0,0,4,1,32.7,0,0,1,1,10,1
27.4,0,28.28,1,1,9,1,41.3,0,1,1,0,10,1
45.5,3,52.96,0,1,1,1,59.4,2,0,2,1,5,2
35.8,1,54.34,1,1,2,0,31.9,0,2,3,0,5,2
35.4,1,36.77,0,1,1,1,55.3,1,2,3,0,5,2
28.8,3,37.83,2,1,3,1,36.5,0,1,3,0,5,1
36.6,2,51.7,1,1,9,0,36.2,3,3,0,1,6,2
35.1,0,49.28,0,0,5,0,29.2,2,0,0,1,2,2
18.1,0,21.46,4,0,9,1,21.2,2,3,2,0,7,0
32.7,3,53.39,3,1,8,1,17.9,2,1,2,0,8,1
15.8,2,26.29,1,1,5,1,13.2,3,2,2,0,8,0
30.3,3,42.79,0,1,1,0,23.3,1,1,1,1,8,1
33.6,2,31.26,1,1,4,0,59.3,3,1,0,1,6,1
26.7,0,47.97,3,0,5,1,9.5,0,1,2,1,8,1
19.1,3,24.44,4,1,3,0,29.7,0,3,1,0,7,0
43.1,1,52.81,1,1,9,1,53.5,3,0,3,0,4,2
32.2,3,38.24,3,1,3,0,47.1,3,3,0,1,5,1
20.6,3,39.57,2,1,2,0,8.0,2,3,1,1,5,0
33.7,1,52.77,1,1,6,1,17.9,0,1,2,0,3,1
17.8,2,22.34,4,1,7,0,19.6,0,2,0,0,4,0
42.7,3,59.71,2,0,0,1,43.4,3,2,3,0,2,2
18.0,0,23.65,2,1,7,1,14.0,2,1,2,0,8,0
21.7,1,21.13,3,0,5,0,39.7,2,1,2,0,2,0
37.7,1,42.3,3,1,7,1,49.0,0,3,0,0,7,2
39.4,1,53.92,0,1,2,0,36.3,1,1,3,1,8,2
23.1,2,31.25,0,1,1,0,19.7,3,3,2,1,8,0
36.1,0,54.54,1,0,7,0,22.8,1,0,0,0,5,2
41.3,3,58.41,2,1,1,0,41.2,2,1,0,1,10,2
17.2,3,31.14,2,1,5,1,7.4,1,0,0,0,3,0
28.5,0,22.07,4,1,1,0,56.3,1,3,2,0,7,1
26.4,0,28.03,2,0,6,0,36.3,1,1,3,1,10,1
44.3,2,57.21,1,1,9,0,46.8,3,3,0,1,4,2
46.0,0,57.54,0,0,7,0,52.2,3,2,2,1,10,2
30.0,0,45.12,2,0,6,1,19.4,3,1,1,1,3,1
33.8,2,48.14,2,1,8,1,36.6,3,3,1,1,3,1
22.0,1,33.13,3,0,7,0,20.4,1,0,2,0,8,0
30.1,0,35.55,3,1,7,1,45.3,3,0,1,1,6,1
43.8,0,59.03,2,1,9,0,45.0,2,3,2,0,2,2
36.9,2,40.95,4,0,1,1,54.9,1,2,1,1,6,2
24.1,0,43.49,4,1,6,0,9.3,0,3,0,0,4,0
19.8,1,23.46,2,0,8,0,24.6,0,2,0,1,2,0
38.4,3,56.43,1,1,9,1,29.1,1,3,2,1,10,2
20.6,1,30.64,2,1,4,1,22.1,1,2,1,0,1,0
